key;index                                                                                                                                                                                              
0AVVD9A58VN809865;2347                                                                                                                                                                                 
0AWJI3X98SS941234;3758                                                                                                                                                                                 
0AWNN9J17PH550033;4126                                                                                                                                                                                 
0AWPC4R39WG317158;1782                                                                                                                                                                                 
0AXCN7P14YK129701;9231                                                                                                                                                                                 
0AXIW5C64AQ852340;6396                                                                                                                                                                                 
0AXLJ8S62FK335578;9698                                                                                                                                                                                 
0AXRJ2Q72OW106646;4813                                                                                                                                                                                 
0AXZA8N86LI290274;8808                                                                                                                                                                                 
0AXZU5O83FB895780;5429                                                                                                                                                                                 
0AYIQ2F02MY376911;8523                                                                                                                                                                                 
0AYUZ0T07JI825815;12027                                                                                                                                                                                
0AZNN7I14MC133397;3200                                                                                                                                                                                 
0AZVX7O24OT446330;8519                                                                                                                                                                                 
0BAPC4F90DK019978;8559                                                                                                                                                                                 
0BBSE9B27QI908158;10568                                                                                                                                                                                
0BBTE6I79TA068453;10586                                                                                                                                                                                
0BCTI2N10XK531596;1942                                                                                                                                                                                 
0BDIY4I15LY192766;154                                                                                                                                                                                  
0BDMC9I21IX357356;9644                                                                                                                                                                                 
0BFDL6Y55VS865180;9011                                                                                                                                                                                 
0BFXB4K95NC437228;12220                                                                                                                                                                                
0BHEK6Y78SY873922;8178                                                                                                                                                                                 
0BHGK1W84IF563958;2738                                                                                                                                                                                 
0BHIG6X65TA178665;6636                                                                                                                                                                                 
0BHNY8I21DX941859;4864                                                                                                                                                                                 
0BIYX4C10LW025909;11576                                                                                                                                                                                
0BJIT7R19OM216132;2455                                                                                                                                                                                 
0BKBW6D63FK795736;5049                                                                                                                                                                                 
0BKOX7E82GH105888;6770                                                                                                                                                                                 
0BKWW8Z03FD481127;6677                                                                                                                                                                                 
0BKYA4J66TI319743;592                                                                                                                                                                                  
0BLIQ0E75VY141812;2611                                                                                                                                                                                 
0BMFD0G83NU393751;5284                                                                                                                                                                                 
0BMGF6Q41ZB039014;3557                                                                                                                                                                                 
0BMJJ1Z31YW218734;5896                                                                                                                                                                                 
0BMWN9K85DQ643134;5057                                                                                                                                                                                 
0BNAJ1W25JS398261;8422                                                                                                                                                                                 
0BNDL8W83RQ273711;5404                                                                                                                                                                                 
0BNZT6T96IB551668;1720                                                                                                                                                                                 
0BOFZ5J34QH758668;5138                                                                                                                                                                                 
0BOLB6Y02PY875455;7029                                                                                                                                                                                 
0BOUP8C44MI425292;4233                                                                                                                                                                                 
0BOUS6V55ZX940404;2538                                                                                                                                                                                 
0BOWF8O22JB838628;6011                                                                                                                                                                                 
0BOWK3C96PM603310;6057                                                                                                                                                                                 
0BPDU2O42HB796643;8042                                                                                                                                                                                 
0BPVL4J94VR359430;6106                                                                                                                                                                                 
0BQBJ3O46VJ860543;4761                                                                                                                                                                                 
0BQUC7C02XW909793;8946                                                                                                                                                                                 
0BRKS6I91KN127111;6340                                                                                                                                                                                 
0BRTU1A79WK604870;11287                                                                                                                                                                                
0BSGJ2T52RI803981;6606                                                                                                                                                                                 
0BSWH2X16GY377589;10503                                                                                                                                                                                
0BTLZ8C52UU639157;6314                                                                                                                                                                                 
0BTNB5S76MH960013;2571                                                                                                                                                                                 
0BVGM3T59FZ123255;10455                                                                                                                                                                                
0BVZQ1T82QE063001;838                                                                                                                                                                                  
0BWAG4F42PL656701;11624                                                                                                                                                                                
0BWUF3Z88GQ156843;3221                                                                                                                                                                                 
0BXIP9Z38KF508435;9512                                                                                                                                                                                 
0BXMB9V83GP532326;7233                                                                                                                                                                                 
0BXMR4P90MO975834;6018                                                                                                                                                                                 
0BYHK6C81VL810769;5156                                                                                                                                                                                 
0BYKK7B92QV729009;6068                                                                                                                                                                                 
0BZIU8D75PV651388;12014                                                                                                                                                                                
0CACO8R28LH128357;4907                                                                                                                                                                                 
0CBHL0M04LG576618;6595                                                                                                                                                                                 
0CBQL1X67JI346439;2206                                                                                                                                                                                 
0CCBO6U43VN132917;6757                                                                                                                                                                                 
0CCIJ8Z36HE269739;10867                                                                                                                                                                                
0CCKE3M25MW290305;62                                                                                                                                                                                   
0CDJF8K62QE946319;2207                                                                                                                                                                                 
0CDTO2S19PS738419;1959                                                                                                                                                                                 
0CDWX5A46JB104814;7706                                                                                                                                                                                 
0CENV7U13VP801118;7115                                                                                                                                                                                 
0CFOJ2N89EP791084;6394                                                                                                                                                                                 
0CGWW7K85KK277724;3969                                                                                                                                                                                 
0CIWS2Q04BN334332;11532                                                                                                                                                                                
0CJES4E33PS149705;6585                                                                                                                                                                                 
0CJFK4V25DG076935;6200                                                                                                                                                                                 
0CJWU9L59VM582197;7518                                                                                                                                                                                 
0CJXR5M09ZH894069;9002                                                                                                                                                                                 
0CKQC0R58KG771977;10004                                                                                                                                                                                
0CKYH9M17AK067965;9282                                                                                                                                                                                 
0CLDX3Y33JH962001;806                                                                                                                                                                                  
0CLIH1U23XH457815;6921                                                                                                                                                                                 
0CLME1M48TR730494;2512                                                                                                                                                                                 
0CMBB4V09VJ521770;11506                                                                                                                                                                                
0CNBL8T09HX170942;5033                                                                                                                                                                                 
0CNFM6O97YW355192;6929                                                                                                                                                                                 
0CNPN0T37PC172707;701                                                                                                                                                                                  
0COJZ0D41EY979835;10002                                                                                                                                                                                
0CPWH5W31YY271733;5523                                                                                                                                                                                 
0CQAA8P39QO922527;11374                                                                                                                                                                                
0CQOB8T48OY562819;9570                                                                                                                                                                                 
0CRAR3F12SG681074;7632                                                                                                                                                                                 
0CRET2X83ZX951250;9537                                                                                                                                                                                 
0CRGT5S82OG588597;786                                                                                                                                                                                  
0CRRL5H79KM930827;7128                                                                                                                                                                                 
0CTKB4T38UC402974;261                                                                                                                                                                                  
0CTQR0C11SB047331;6424                                                                                                                                                                                 
0CTXY2L01VU433114;924                                                                                                                                                                                  
0CUHQ3N64LN375929;7631                                                                                                                                                                                 
0CUNP8K61LN479674;779                                                                                                                                                                                  
0CVBA0R93VQ166396;2956                                                                                                                                                                                 
0CVMO1Y95CL287110;8451                                                                                                                                                                                 
0CWGX7I09OZ230620;2423                                                                                                                                                                                 
0CWLA8L27PZ928117;3930                                                                                                                                                                                 
0CWMX7B89ME398003;833                                                                                                                                                                                  
0CXXB4Z45TG768515;9929                                                                                                                                                                                 
0CXYR3D80UL449769;4108                                                                                                                                                                                 
0CXZB0A82RG488675;10311                                                                                                                                                                                
0CYAZ8N52PR698618;3889                                                                                                                                                                                 
0DBAY1R90ME514940;5867                                                                                                                                                                                 
0DBCC3T17WO709852;739                                                                                                                                                                                  
0DBFL8N39VV547472;4751                                                                                                                                                                                 
0DBMI2B18NS080146;4722                                                                                                                                                                                 
0DCCN1A32JR277399;7309                                                                                                                                                                                 
0DCYW6O50JK031270;7354                                                                                                                                                                                 
0DDCH8B42HB899819;7446                                                                                                                                                                                 
0DDUC3R58AR664925;2866                                                                                                                                                                                 
0DEKS7K48ON411650;8215                                                                                                                                                                                 
0DEZT6H36JN801036;5298                                                                                                                                                                                 
0DGLZ3Z86FE111623;1643                                                                                                                                                                                 
0DGPT9E05AP706044;3608                                                                                                                                                                                 
0DGQC9R94HE339477;4998                                                                                                                                                                                 
0DHCI4C08QI491807;10857                                                                                                                                                                                
0DHLT1G74OS588519;2681                                                                                                                                                                                 
0DILC1N48BU677969;1373                                                                                                                                                                                 
0DJCE9C00BY511509;4598                                                                                                                                                                                 
0DJYY5V33NO470014;2751                                                                                                                                                                                 
0DJZG4P45HO106346;5424                                                                                                                                                                                 
0DKLY6S87LX420948;792                                                                                                                                                                                  
0DLDA1S97NQ997502;11059                                                                                                                                                                                
0DLMZ9J01YL890322;9143                                                                                                                                                                                 
0DLUQ8P60PC595152;5113                                                                                                                                                                                 
0DLWL6V00KC304606;9341                                                                                                                                                                                 
0DNKB5M66IX955231;8081                                                                                                                                                                                 
0DNPC1J56AY722751;11497                                                                                                                                                                                
0DPGD2P78FF694797;4157                                                                                                                                                                                 
0DQCR7K08GV758710;9531                                                                                                                                                                                 
0DQTY2H99WU847948;11853                                                                                                                                                                                
0DRBZ9Q25FY634365;1027                                                                                                                                                                                 
0DRWU5Z95EC299551;9097                                                                                                                                                                                 
0DSEN1T39QP196573;1260                                                                                                                                                                                 
0DSFC3T17TU517734;3153                                                                                                                                                                                 
0DSKQ4T99CR080866;9422                                                                                                                                                                                 
0DSPO7D63YB800455;4962                                                                                                                                                                                 
0DTAE3I37KJ552621;2231                                                                                                                                                                                 
0DTHF0J47EG367777;2879                                                                                                                                                                                 
0DTNS1A98NN116661;5893                                                                                                                                                                                 
0DTXR8A18UN989023;12218                                                                                                                                                                                
0DTYB3X82DD407608;96                                                                                                                                                                                   
0DUAG4V47KD038662;9381                                                                                                                                                                                 
0DUJW5A91HL182517;11320                                                                                                                                                                                
0DUYO8W39QM508066;12215                                                                                                                                                                                
0DWLV2M83MU979322;11161                                                                                                                                                                                
0DWUY5B19MI260460;6779                                                                                                                                                                                 
0DXKB8U07WK032265;7763                                                                                                                                                                                 
0DXPN0U85QS066403;7423                                                                                                                                                                                 
0DYPH7P77EF992006;810                                                                                                                                                                                  
0DYSE7K85LW763644;4989                                                                                                                                                                                 
0DZHD3Y38DC664640;4406                                                                                                                                                                                 
0DZUB7K89SE349900;10759                                                                                                                                                                                
0DZUH8R06HS899610;12064                                                                                                                                                                                
0EBKD3B11JE019364;7713                                                                                                                                                                                 
0EBZP0G70NW450658;4202                                                                                                                                                                                 
0ECKC4Z16KK082746;4238                                                                                                                                                                                 
0ECST5G25ZL281484;8265                                                                                                                                                                                 
0EDMW9R26KP187621;2172                                                                                                                                                                                 
0EEND5Q37PP846208;4858                                                                                                                                                                                 
0EENN4Q84QW849742;8938                                                                                                                                                                                 
0EFNU7X26JZ016139;7555                                                                                                                                                                                 
0EGAY2M37ZG455583;9297                                                                                                                                                                                 
0EGEL6T46DV515627;4809                                                                                                                                                                                 
0EGGK3Z96PC788792;6426                                                                                                                                                                                 
0EGWB3R71PY897506;978                                                                                                                                                                                  
0EHHA7B14KD035488;3182                                                                                                                                                                                 
